pl_name,sy_mnum,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_rvamp
HAT-P-61 b,0,2021,1.90231289,10.077,335.94463,1.800000,173.000
HAT-P-62 b,0,2021,2.64532350,12.027,241.86742,0.770000,110.000
HAT-P-63 b,0,2021,3.37772800,12.543,195.14664,0.540000,87.300
HAT-P-64 b,0,2021,4.00723200,19.089,184.34048,0.144000,62.000
HAT-P-65 b,0,2016,2.60545520,21.185,167.49641,0.096000,68.000
HAT-P-66 b,0,2016,2.97208600,17.822,248.86089,0.242000,93.500
HAT-P-67 b,0,2017,4.81010250,23.371,108.06220,0.052000,36.000
HAT-P-68 b,0,2020,2.29840551,12.016,230.10892,0.727000,143.400
HAT-P-69 b,0,2019,4.78694910,18.786,1137.83140,1.020000,309.000
HAT-P-7 b,0,2008,2.20474000,16.926,584.80720,0.712000,211.800
HAT-P-70 b,0,2019,2.74432452,20.961,2154.88740,1.540000,649.000
HAT-P-8 b,0,2008,3.07634000,15.693,406.82240,0.568000,153.100
HAT-P-9 b,0,2008,3.92281072,15.614,238.05467,0.342000,82.100
HATS-1 b,0,2012,3.44645900,14.594,589.55000,1.030000,254.100
HATS-10 b,0,2015,3.31284600,10.862,167.17858,0.700000,67.000
HATS-11 b,0,2016,3.61918800,18.030,263.79890,0.315000,112.000
HATS-12 b,0,2016,3.14270200,7.760,759.61370,1.120000,250.600
HATS-13 b,0,2015,3.04404990,13.585,172.58169,0.377000,78.000
HATS-14 b,0,2015,2.76676410,11.646,340.39593,1.191000,158.000
HATS-15 b,0,2016,1.74748753,12.386,689.69110,1.970000,399.000
HATS-16 b,0,2016,2.68650200,14.572,1039.30410,1.860000,485.000
HATS-17 b,0,2016,16.25461100,8.709,425.25654,3.500000,99.100
HATS-18 b,0,2016,0.83784000,14.897,629.14449,1.116900,415.200
HATS-2 b,0,2013,1.35413300,13.092,427.46300,1.050000,268.900
HATS-22 b,0,2017,4.72281240,10.682,870.85420,3.890000,399.000
HATS-23 b,0,2017,2.16051560,20.849,467.21010,0.290000,212.300
HATS-24 b,0,2017,1.34849780,15.637,718.29580,1.030000,396.000
HATS-25 b,0,2016,4.29864320,14.123,194.82979,0.380000,76.800
HATS-26 b,0,2016,3.30238810,19.616,206.58950,0.153000,73.300
HATS-27 b,0,2016,4.63703800,16.814,168.44990,0.180000,51.000
HATS-28 b,0,2016,3.18107810,13.384,213.58176,0.480000,97.000
HATS-29 b,0,2016,4.60587490,14.022,207.54299,0.411000,78.400
HATS-3 b,0,2013,3.54785100,15.480,340.38200,0.510000,125.700
HATS-30 b,0,2016,3.17435160,13.171,224.38798,0.543000,91.800
HATS-31 b,0,2016,3.37796000,18.383,279.69040,0.243000,102.000
HATS-32 b,0,2016,2.81265480,14.000,292.40360,0.580000,124.000
HATS-33 b,0,2016,2.54955510,13.787,378.85336,0.790000,170.100
HATS-34 b,0,2016,2.10616070,16.029,299.07803,0.400000,152.000
HATS-35 b,0,2016,1.82099930,16.410,388.38826,0.484000,170.000
HATS-36 b,0,2018,4.17518600,12.920,1022.14128,2.120000,356.900
HATS-37 A b,0,2020,4.33153660,6.793,31.46517,0.550000,13.900
HATS-38 b,0,2020,4.37502100,6.882,23.51942,0.403000,9.900
HATS-39 b,0,2018,4.57763480,17.598,200.23290,0.202000,62.000
HATS-4 b,0,2014,2.51672900,11.433,420.47100,1.550000,197.500
HATS-40 b,0,2018,3.26427360,17.710,505.34970,0.490000,162.000
HATS-41 b,0,2018,4.19364900,14.908,3082.95100,5.100000,1080.000
HATS-42 b,0,2018,2.29210200,15.693,597.52040,0.830000,246.000
HATS-43 b,0,2018,4.38884970,13.227,82.95363,0.191000,37.500
HATS-44 b,0,2018,2.74390040,11.960,177.98480,0.560000,90.000
HATS-45 b,0,2018,4.18762440,14.415,222.48100,0.410000,75.000
HATS-46 b,0,2018,4.74237290,10.122,54.98459,0.280000,22.100
HATS-47 b,0,2020,3.92280380,12.520,117.27927,0.331000,61.700
HATS-48 A b,0,2020,3.13166660,8.967,77.23269,0.589000,41.800
HATS-49 b,0,2020,4.14804670,8.575,112.19399,0.986000,55.900
HATS-5 b,0,2014,4.76338700,10.223,75.32300,0.390000,30.000
HATS-50 b,0,2017,3.82970150,12.666,123.95370,0.330000,45.000
HATS-51 b,0,2017,3.34887020,15.805,244.09344,0.340000,94.900
HATS-52 b,0,2017,1.36665436,15.491,711.93920,1.060000,380.000
HATS-53 b,0,2017,3.85377680,15.020,189.10885,0.303000,79.000
HATS-54 b,0,2019,2.54418280,11.960,241.55080,0.770000,105.000
HATS-55 b,0,2019,4.20420010,14.022,292.72143,0.587000,102.800
HATS-56 b,0,2019,4.32479900,18.921,191.33366,0.155000,55.100
HATS-57 b,0,2019,2.35062100,12.767,1000.21101,2.650000,472.500
HATS-58 A b,0,2019,4.21808960,12.274,327.36490,0.960000,100.000
HATS-59 b,0,2018,5.41608100,12.621,256.17098,0.700000,92.100
HATS-59 c,0,2018,1422.00000000,12.300,4036.44100,11.900000,224.000
HATS-6 b,0,2015,3.32527250,11.187,101.38777,0.399000,63.000
HATS-60 b,0,2018,3.56082900,12.924,210.40346,0.537000,82.600
HATS-61 b,0,2018,7.81795300,13.395,1080.62200,2.470000,330.000
HATS-62 b,0,2018,3.27688370,11.825,56.89157,0.076000,10.200
HATS-63 b,0,2018,3.05665270,13.529,305.11680,0.670000,140.000
HATS-64 b,0,2018,4.90889700,18.820,305.11680,0.245000,85.000
HATS-65 b,0,2018,3.10516100,16.825,260.93843,0.300000,97.700
HATS-66 b,0,2018,3.14143910,15.816,1694.03390,2.340000,586.000
HATS-67 b,0,2018,1.60917880,18.887,460.85350,0.374000,194.000
HATS-68 b,0,2018,3.58622020,13.809,410.00070,0.856000,139.300
HATS-69 b,0,2018,2.22525770,10.593,183.38791,0.460000,52.000
HATS-7 b,0,2015,3.18531500,6.311,38.13960,0.830000,18.400
HATS-70 b,0,2019,1.88823780,15.513,4100.00700,6.640000,1460.000
HATS-71 b,0,2020,3.79552020,11.478,117.59710,0.420000,77.000
HATS-72 b,0,2020,7.32794740,8.097,39.85588,0.411000,16.150
HATS-74 A b,0,2021,1.73185606,11.568,464.02947,1.640000,346.000
HATS-75 b,0,2021,2.78865560,9.909,156.05375,0.878000,99.200
HATS-76 b,0,2021,1.94164230,12.094,835.57088,2.580000,562.000
HATS-77 b,0,2021,3.08762620,13.058,436.69623,1.077000,253.000
HATS-8 b,0,2015,3.58389300,9.785,43.86054,0.259000,17.700
HATS-9 b,0,2015,1.91529100,13.850,266.02371,0.626000,133.500
HD 100546 b,0,2014,,77.342,239000.00000,2.840000,
HD 100655 b,0,2011,157.57001000,13.500,511.70630,1.140000,35.200
HD 100777 b,0,2007,383.70001000,13.800,327.36490,0.684000,34.900
HD 10180 c,0,2010,5.75969000,3.680,13.10000,1.440000,4.545
HD 10180 d,0,2010,16.35700000,3.450,11.75000,1.570000,2.935
HD 10180 e,0,2010,49.74800000,5.390,25.10000,0.881000,4.283
HD 10180 f,0,2010,122.74400000,5.240,23.90000,0.913000,2.862
HD 10180 g,0,2010,604.67000000,4.910,21.40000,0.993000,1.754
HD 10180 h,0,2010,2205.00000000,9.400,64.40000,0.426000,3.117
HD 101930 b,0,2005,70.46000000,10.600,79.45750,0.367000,18.100
HD 102117 b,0,2005,20.81330000,8.470,54.03110,0.489000,12.000
HD 102195 b,0,2006,4.11377000,14.200,130.31030,0.250000,63.000
HD 102272 b,0,2008,127.58000000,12.900,1570.08020,4.020000,155.500
HD 102329 b,0,2011,778.09998000,12.600,2593.49280,7.120000,84.800
HD 102329 c,0,2018,1123.00000000,13.500,483.10160,1.080000,27.400
HD 102365 b,0,2010,122.10000000,4.140,16.00000,1.240000,2.300
HD 102843 b,0,2019,3090.94200000,13.100,113.90000,0.278000,5.240
HD 102956 b,0,2010,6.49470000,13.800,305.11680,0.638000,74.600
HD 103197 b,0,2009,47.84000000,5.830,28.60470,0.793000,5.900
HD 103720 b,0,2014,4.55570000,14.100,197.04600,0.386000,89.000
HD 103774 b,0,2013,5.88810000,13.300,116.00000,0.271000,34.300
HD 103891 b,0,2022,1919.00000000,13.600,457.67291,1.000000,21.120
HD 103949 b,0,2019,120.87800000,3.350,11.20000,1.640000,1.770
HD 104067 b,0,2009,55.80600000,8.180,50.85280,0.511000,11.600
HD 10442 b,0,2014,1032.30000000,13.600,472.61321,1.030000,29.900
HD 104985 b,0,2003,199.50500000,12.600,2637.90000,7.250000,166.800
HD 105618 b,0,2022,10.02244605,5.400,25.14472,0.877000,8.356
HD 105618 c,0,2022,77114.07157859,11.900,8550.26928,27.900000,66.452
HD 105779 b,0,2022,2412.00000000,14.100,203.41018,0.399000,10.420
HD 106252 b,0,2002,1531.00000000,12.500,3178.28407,8.940000,138.800
HD 106270 b,0,2011,1888.00000000,12.500,3219.61790,9.060000,135.400
HD 106315 b,0,2017,9.55237000,2.440,12.60000,4.700000,3.630
HD 106315 c,0,2017,21.05704000,4.350,15.20000,1.010000,3.430
HD 10647 b,0,2006,989.20000000,13.800,298.75000,0.625000,18.100
HD 106515 A b,0,2012,3586.86089301,12.400,3518.96545,10.100000,159.577
HD 106906 b,0,2013,,12.400,3496.00000,10.100000,
HD 10697 b,0,1999,1075.37989939,12.800,1914.58848,5.020000,114.583
HD 107148 b,0,2005,48.05600000,9.600,66.74100,0.415000,10.900
HD 107148 c,0,2021,18.32670000,4.700,19.89606,1.050000,4.840
HD 108147 b,0,2002,10.89850000,10.900,82.95000,0.352000,25.100
HD 108236 b,0,2020,3.79596300,1.615,3.24000,4.230000,
HD 108236 c,0,2020,6.20344900,2.071,4.94000,3.060000,
HD 108236 d,0,2020,14.17568500,2.539,6.98000,2.340000,
HD 108236 e,0,2020,19.59002500,3.083,9.71000,1.820000,
HD 108236 f,0,2021,29.54115000,2.017,4.72000,3.160000,
HD 108341 b,0,2014,1129.00000000,13.100,1112.40000,2.720000,144.000
HD 108863 b,0,2011,437.70000000,13.300,767.24162,1.790000,47.400
HD 108874 b,0,2002,394.48123000,13.600,451.31860,0.986000,37.300
HD 108874 c,0,2005,1624.00000000,13.800,314.64000,0.658000,18.200
HD 109246 b,0,2010,68.27000000,13.900,273.33380,0.559000,38.200
HD 109271 b,0,2013,7.85430000,4.310,17.16200,1.180000,5.600
HD 109271 c,0,2013,30.93000000,5.270,24.15400,0.907000,4.900
HD 109286 b,0,2021,520.10000000,13.200,950.30694,2.270000,81.600
HD 109749 b,0,2005,5.23989100,11.100,85.81410,0.345000,29.200
HD 10975 b,0,2021,283.80000000,14.300,143.02278,0.269000,12.300
HD 109988 b,0,2022,17132.15854472,12.100,6725.39378,20.900000,103.945
HD 110014 b,0,2009,835.47700000,12.400,3524.59000,10.200000,158.200
HD 110082 b,0,2021,10.18271000,3.200,10.30000,1.730000,
HD 110113 b,0,2021,2.54100000,2.050,4.55000,2.900000,2.150
HD 110113 c,0,2021,6.74400000,3.230,10.50000,1.710000,3.580
HD 110537 b,0,2022,24469.67342295,11.900,8644.78715,28.200000,158.671
HD 11112 b,0,2022,17244.90764393,12.600,2428.48595,6.670000,36.792
HD 111232 b,0,2003,1169.13201636,12.600,2626.80240,7.220000,160.429
HD 111232 c,0,2022,26472.44622716,12.100,6085.55500,18.900000,150.605
HD 111591 b,0,2017,1056.40000000,12.900,1398.45200,3.580000,59.000
HD 111998 b,0,2016,825.90000000,12.900,1433.41330,3.670000,87.600
HD 112640 b,0,2020,613.20000000,12.900,1589.15000,4.070000,83.000
HD 113337 b,0,2013,317.58638571,13.100,1032.00909,2.520000,80.273
HD 113337 c,0,2022,5429.93477336,12.100,6268.96682,19.400000,154.581
HD 11343 c,0,2022,228.53731482,13.900,253.39075,0.518000,17.021
HD 113538 b,0,2010,663.20000000,13.200,114.41000,0.273000,12.200
HD 113538 c,0,2010,1818.00000000,13.800,295.57000,0.618000,22.600
HD 113996 b,0,2017,610.20000000,12.700,2002.32900,5.370000,120.000
HD 114386 b,0,2003,937.70001000,13.700,362.32620,0.774000,34.300
HD 114613 b,0,2014,4000.00000000,13.100,113.46531,0.277000,4.380
HD 114729 b,0,2002,1121.79000000,13.900,262.20975,0.537000,16.910
HD 114783 b,0,2001,493.70000000,13.700,349.60000,0.747000,31.900
HD 114783 c,0,2018,4319.00000000,14.100,194.19413,0.381000,9.210
HD 11505 b,0,2022,32669.22246790,12.600,2649.58135,7.280000,49.449
HD 11506 b,0,2007,1613.74017306,12.800,1716.82279,4.500000,78.402
HD 11506 c,0,2008,223.95986342,13.300,115.84733,0.271000,11.757
HD 11506 d,0,2022,14723.57452498,12.600,2446.83592,6.720000,56.066
HD 115404 A b,0,2022,10.49487691,6.000,30.03873,0.764000,10.507
HD 115404 A c,0,2022,15319.22517076,12.500,3299.58202,9.280000,42.401
HD 115954 b,0,2021,3700.00000000,12.600,2634.79749,7.240000,110.700
HD 116029 b,0,2011,670.00000000,13.600,444.96200,0.972000,36.600
HD 116029 c,0,2018,907.00000000,13.700,403.64410,0.863000,20.700
HD 117207 b,0,2004,2621.75000000,13.400,612.14058,1.400000,27.780
HD 11755 b,0,2015,433.70001000,12.800,1789.38290,4.690000,191.300
HD 117618 b,0,2004,25.80000000,8.590,55.30242,0.479000,10.900
HD 118203 b,0,2005,6.13350000,13.138,886.74570,2.150000,217.000
HD 11964 b,0,2005,1945.00000000,14.100,198.00000,0.388000,9.410
HD 11964 c,0,2008,37.91000000,5.380,25.00000,0.882000,4.650
HD 11977 b,0,2005,711.00000000,12.700,2080.00000,5.580000,105.000
HD 120084 b,0,2013,2085.10024027,12.600,2439.44256,6.700000,68.031
HD 121504 b,0,2003,63.33000000,13.600,479.92330,1.050000,55.800
HD 12235 b,0,2022,4.36304899,3.200,10.33369,1.730000,4.157
HD 12235 c,0,2022,36336.70678753,12.500,3171.50491,8.920000,42.503
HD 122562 c,0,2022,84.96275604,10.100,72.85079,0.389000,9.463
HD 124330 b,0,2021,270.66000000,14.000,238.37131,0.477000,22.850
HD 12484 b,0,2016,58.83000000,13.200,947.13340,2.260000,155.000
HD 125271 b,0,2022,14901.99295308,12.400,3514.14627,10.100000,109.402
HD 125390 b,0,2019,1757.39150946,11.900,9165.50580,29.900000,377.642
HD 125595 b,0,2009,9.67370000,2.400,6.35660,2.530000,4.800
HD 125612 b,0,2007,557.69994314,13.200,944.27564,2.260000,79.272
HD 125612 c,0,2009,4.15466389,4.010,15.17685,1.290000,6.000
HD 125612 d,0,2009,2822.72697800,12.600,2352.38976,6.460000,100.067
HD 12648 b,0,2015,133.60001000,13.400,622.94680,1.420000,102.000
HD 126525 b,0,2018,960.41000000,10.300,75.32571,0.379000,5.260
HD 12661 b,0,2000,262.70862000,13.300,772.32690,1.800000,73.600
HD 12661 c,0,2002,1708.00000000,13.400,575.88400,1.320000,30.410
HD 126614 b,0,2009,1257.25302691,13.600,119.96298,0.262000,7.760
HD 127506 b,0,2022,65.78395386,5.580,26.61699,0.842000,5.511
HD 128311 b,0,2002,453.01900000,13.500,562.24127,1.260000,55.627
HD 128311 c,0,2005,921.53800000,13.000,1204.25787,3.010000,74.799
HD 128356 b,0,2016,298.20000000,13.900,282.86870,0.579000,36.900
HD 129445 b,0,2009,1840.00000000,13.500,508.50700,1.140000,38.000
HD 130322 b,0,1999,10.70871000,13.700,365.49000,0.781000,112.500
HD 131496 b,0,2011,896.00000000,13.400,572.09400,1.310000,31.600
HD 13167 b,0,2018,2613.00000000,13.100,1052.01730,2.570000,48.200
HD 13189 b,0,2005,471.60001000,12.400,3480.23850,10.000000,173.300
HD 132406 b,0,2007,974.00000000,12.800,1709.92540,4.480000,115.000
HD 132563 b,0,2011,1544.00000000,13.600,473.54700,1.030000,26.700
HD 133131 A b,0,2016,649.00000000,13.600,451.31860,0.986000,36.520
HD 133131 A c,0,2016,3568.00000000,14.300,133.48860,0.251000,6.890
HD 133131 B b,0,2016,5769.00000000,13.300,794.57500,1.860000,37.410
HD 134060 b,0,2019,3.26960000,3.160,10.10000,1.760000,4.610
HD 134060 c,0,2019,1291.56460000,5.910,29.29000,0.780000,1.650
HD 134987 b,0,1999,258.17999000,13.500,511.70630,1.140000,49.500
HD 134987 c,0,2009,5000.00000000,13.900,260.00000,0.532000,9.300
HD 135872 b,0,2022,2422.32596749,12.800,1880.61597,4.930000,60.122
HD 136118 b,0,2022,1187.59765270,12.300,4174.77030,12.300000,212.691
HD 136352 b,0,2019,11.57797000,1.664,4.72000,5.623888,1.460
HD 136352 c,0,2019,27.59221000,2.916,11.24000,2.497668,2.610
HD 136352 d,0,2019,107.24500000,2.562,8.82000,2.878108,1.300
HD 136418 b,0,2009,464.29999000,13.300,680.15620,1.590000,44.700
HD 136925 b,0,2021,4540.00000000,13.900,266.97586,0.546000,11.400
HD 13724 c,0,2022,142.22894586,8.210,51.25631,0.509000,8.179
HD 137388 b,0,2011,330.00000000,9.320,63.56600,0.431000,7.900
HD 137496 b,0,2021,1.62116000,1.310,4.04000,10.490000,2.140
HD 137496 c,0,2021,479.90000000,12.600,2434.56560,6.690000,221.250
HD 13808 b,0,2021,14.18150000,3.350,11.20000,1.640000,3.670
HD 13808 c,0,2021,53.75300000,3.130,9.96000,1.780000,2.180
HD 13908 b,0,2013,19.38200000,13.900,274.91000,0.562000,55.300
HD 13908 c,0,2013,931.00000000,12.800,1630.40000,4.270000,90.900
HD 13931 b,0,2009,4218.00000000,13.300,699.22600,1.630000,23.300
HD 139357 b,0,2008,1124.79139251,12.100,6315.52561,19.600000,161.194
HD 1397 b,0,2018,11.53533000,11.500,131.89945,0.477000,32.000
HD 14067 b,0,2014,2721.23479240,12.200,5001.77608,15.100000,100.119
HD 140901 b,0,2022,9.02377598,3.930,14.64775,1.330000,5.424
HD 140901 c,0,2022,7417.50547213,12.800,1685.33019,4.420000,15.206
HD 141004 b,0,2021,15.50830000,3.770,13.63484,1.400000,3.450
HD 141399 b,0,2014,94.44000000,14.300,143.34133,0.269000,19.230
HD 141399 c,0,2014,201.99000000,13.600,422.71390,0.923000,44.200
HD 141399 d,0,2014,1069.80000000,13.700,375.03940,0.801000,22.630
HD 141399 e,0,2014,5000.00000000,14.100,209.76780,0.411000,8.800
HD 141937 b,0,2002,653.21997000,12.500,3079.77270,8.660000,234.500
HD 142 A d,0,2022,108.45298959,10.800,81.62789,0.356000,9.826
HD 142 b,0,2001,351.43394308,13.700,395.51812,0.845000,32.043
HD 142 c,0,2012,10159.64279484,12.400,3521.33769,10.100000,93.181
HD 142022 A b,0,2005,1928.00000000,12.900,1411.16520,3.610000,92.000
HD 142245 b,0,2011,1299.00000000,13.100,975.73810,2.390000,24.800
HD 142415 b,0,2003,386.29999000,13.500,530.77610,1.190000,51.300
HD 143105 b,0,2016,2.19740000,13.700,384.57430,0.822000,144.000
HD 143361 b,0,2008,1039.15000000,13.100,1122.57556,2.740000,73.890
HD 144899 b,0,2022,40.43913587,4.780,20.42286,1.030000,6.008
HD 145377 b,0,2008,103.95000000,12.800,1913.33660,5.010000,242.700
HD 145457 b,0,2010,176.30000000,13.300,708.76090,1.660000,70.600
HD 145675 c,0,2021,15732.45889178,12.900,1582.94652,4.050000,36.515
HD 145934 b,0,2015,2751.53433458,13.300,762.59821,1.780000,18.427
HD 1461 b,0,2010,5.77152000,2.420,6.44000,2.500000,2.280
HD 1461 c,0,2015,13.50520000,2.230,5.59000,2.770000,1.490
HD 147018 b,0,2009,44.23600000,13.400,674.00000,1.540000,145.330
HD 147018 c,0,2009,1008.00000000,12.700,2080.00000,5.580000,141.200
HD 147379 b,0,2017,86.78000000,5.820,28.55000,0.796000,5.830
HD 147513 b,0,2003,528.40000000,13.700,385.00000,0.823000,29.300
HD 14787 b,0,2018,676.60000000,13.700,356.28743,0.761000,20.700
HD 147873 b,0,2016,116.59600000,12.800,1633.64620,4.280000,171.500
HD 147873 c,0,2016,491.54000000,13.300,731.00900,1.710000,47.900
HD 148156 b,0,2009,1027.00000000,13.900,270.14400,0.553000,17.500
HD 148164 b,0,2018,328.55000000,13.700,390.93090,0.835000,39.600
HD 148164 c,0,2018,5062.00000000,12.800,1640.00280,4.300000,54.280
HD 148427 b,0,2009,331.50000000,13.600,413.17900,0.903000,27.700
HD 149026 b,0,2005,2.87589000,8.295,120.77540,0.750000,43.300
HD 149143 b,0,2005,4.07182000,13.600,422.71390,0.923000,150.300
HD 149806 b,0,2022,16521.52777877,12.400,3878.07724,11.200000,26.445
HD 150010 b,0,2022,562.00000000,13.300,762.78818,1.780000,52.000
HD 1502 b,0,2011,428.50000000,13.200,874.03250,2.090000,57.500
HD 150706 b,0,2012,5894.00000000,13.200,861.28000,2.060000,31.100
HD 151450 b,0,2022,21.89287913,6.810,37.24604,0.648000,9.247
HD 151450 c,0,2022,18144.76235720,12.800,1634.10971,4.280000,24.767
HD 152079 b,0,2009,2918.92000000,13.200,845.74563,2.020000,40.760
HD 152581 b,0,2011,686.50000000,13.400,594.02427,1.360000,36.200
HD 152843 b,0,2021,11.62640000,3.410,11.56000,1.580000,3.090
HD 152843 c,0,2021,24.38000000,5.830,27.50000,0.820000,7.100
HD 15337 b,0,2019,4.75615000,1.640,7.51000,9.300000,3.080
HD 15337 c,0,2019,17.17840000,2.390,8.11000,3.230000,2.160
HD 153557 b,0,2022,7.29902668,4.730,20.05856,1.040000,7.826
HD 153557 c,0,2022,15.27017677,4.330,17.30766,1.170000,6.128
HD 153557 d,0,2022,40654.64809444,11.900,8680.48112,28.300000,47.251
HD 153950 b,0,2008,499.39999000,13.200,937.59850,2.240000,69.200
HD 154088 b,0,2021,18.56000000,2.460,6.60000,2.440000,1.700
HD 154345 b,0,2006,3341.55884000,13.900,260.62060,0.533000,14.000
HD 154672 b,0,2008,163.94000000,12.800,1706.74710,4.470000,225.000
HD 154857 b,0,2004,408.60001000,13.300,778.68350,1.820000,48.300
HD 154857 c,0,2014,3452.00000000,13.200,819.97000,1.960000,24.200
HD 155193 b,0,2021,352.65000000,14.000,238.37131,0.477000,19.510
HD 155233 b,0,2015,818.80000000,13.200,826.35800,1.970000,40.500
HD 155358 b,0,2007,194.30000000,13.800,314.65170,0.658000,32.000
HD 155358 c,0,2007,391.90000000,13.900,261.00000,0.534000,24.900
HD 155918 b,0,2022,1.87567261,2.650,7.50192,2.220000,3.935
HD 155918 c,0,2022,17202.19446178,12.800,1849.85628,4.850000,24.023
HD 156098 b,0,2022,21.85848995,4.310,17.14419,1.180000,3.095
HD 156098 c,0,2022,7841.58389773,12.800,1661.50392,4.350000,28.855
HD 156279 b,0,2011,133.40355381,12.500,2995.22334,8.430000,509.454
HD 156279 c,0,2018,4818.25358194,12.500,3207.01405,9.020000,121.328
HD 156411 b,0,2009,842.20000000,14.000,235.18000,0.471000,14.000
HD 156668 b,0,2010,4.64550000,1.870,4.15000,3.490000,1.890
HD 156668 c,0,2021,811.30000000,6.170,31.49680,0.737000,2.560
HD 156846 b,0,2007,359.51001000,12.400,3391.24610,9.770000,464.300
HD 158038 b,0,2011,521.00000000,13.500,486.27990,1.090000,33.900
HD 158259 b,0,2020,2.17800000,1.292,2.22000,6.120000,1.051
HD 158259 c,0,2020,3.43200000,2.230,5.60000,2.770000,2.261
HD 158259 d,0,2020,5.19808140,2.180,5.41000,2.870000,1.907
HD 158259 e,0,2020,7.95100000,2.340,6.08000,2.610000,1.857
HD 158259 f,0,2020,12.02800000,2.350,6.14000,2.600000,1.633
HD 158996 b,0,2018,820.20000000,12.300,4449.62000,13.100000,207.000
HD 159243 b,0,2013,12.62000000,13.700,359.13000,0.767000,91.100
HD 159243 c,0,2013,248.40000000,13.400,603.90000,1.380000,56.600
HD 159868 b,0,2006,1184.10000000,13.300,704.94694,1.650000,37.920
HD 159868 c,0,2012,351.00000000,14.000,244.09344,0.489000,20.000
HD 1605 b,0,2015,577.20000000,13.800,296.85322,0.621000,18.970
HD 1605 c,0,2015,2149.00000000,13.000,1150.54460,2.880000,47.470
HD 160691 b,0,2000,645.00000000,,1366.66215,,36.100
HD 160691 c,0,2004,3947.00000000,,1398.44499,,22.180
HD 160691 d,0,2004,9.63920000,3.170,10.17000,1.750000,2.940
HD 160691 e,0,2006,307.90000000,,2224.79885,,12.230
HD 161178 b,0,2021,279.30000000,14.100,181.16219,0.355000,17.000
HD 16141 b,0,2000,75.52300000,10.900,82.63580,0.351000,12.000
HD 16175 b,0,2009,990.00000000,12.800,1620.93300,4.250000,94.000
HD 162020 b,0,2002,8.42820000,12.500,3127.44720,8.800000,1813.000
HD 163607 b,0,2010,75.22030000,13.900,249.05159,0.510000,52.340
HD 163607 c,0,2010,1272.00000000,13.300,699.54383,1.630000,38.370
HD 16417 b,0,2008,17.24000000,5.000,22.10000,0.972000,5.000
HD 164509 b,0,2010,280.17000000,14.300,140.79869,0.265000,13.150
HD 164595 b,0,2015,40.00000000,4.160,16.14000,1.230000,3.050
HD 164604 b,0,2009,641.47200000,13.400,635.00000,1.450000,60.660
HD 164922 b,0,2005,1207.00000000,13.300,116.00000,0.271000,6.700
HD 164922 c,0,2016,75.74000000,3.660,13.00000,1.460000,2.200
HD 164922 d,0,2020,12.45800000,1.830,4.00000,3.590000,1.300
HD 164922 e,0,2021,41.76300000,3.230,10.52012,1.720000,2.060
HD 165155 b,0,2016,434.50000000,13.200,918.52870,2.190000,75.800
HD 1666 b,0,2015,270.00000000,12.700,2040.00000,5.470000,199.400
HD 166724 b,0,2012,5144.00000000,13.100,1121.89000,2.740000,71.000
HD 167042 b,0,2007,420.77000000,13.500,540.29000,1.210000,32.160
HD 168009 b,0,2021,15.14790000,3.050,9.53485,1.850000,2.530
HD 168443 b,0,1998,58.11187301,12.600,2422.83767,6.660000,475.836
HD 168443 c,0,2000,1753.10959642,12.200,5733.43678,17.400000,298.855
HD 168746 b,0,2002,6.40400000,11.100,85.81410,0.345000,28.600
HD 168863 b,0,2022,14773.93271605,12.700,2146.32971,5.760000,50.701
HD 1690 b,0,2010,533.00000000,12.500,2793.72570,7.860000,190.000
HD 16905 b,0,2022,6707.49126331,12.500,2885.45006,8.120000,51.312
HD 169830 b,0,2000,225.67371788,13.200,803.57766,1.920000,79.460
HD 169830 c,0,2003,1818.82339336,12.700,2259.86363,6.060000,49.041
HD 170469 b,0,2007,1145.00000000,14.100,209.76780,0.411000,12.000
HD 17092 b,0,2007,359.89999000,12.500,3219.61790,9.060000,82.400
HD 171028 b,0,2007,550.00000000,13.200,832.71460,1.990000,60.600
HD 171238 b,0,2009,1532.00000000,12.500,2796.88998,7.870000,50.700
HD 17156 b,0,2007,21.21663000,12.330,1115.58330,3.780000,279.800
HD 173416 b,0,2008,323.60000000,13.200,858.10000,2.050000,51.800
HD 174205 b,0,2022,582.00000000,13.000,1334.87931,3.340000,76.000
HD 175167 b,0,2009,1276.07604009,12.700,2161.63039,5.800000,140.335
HD 175541 b,0,2007,298.43000000,14.100,190.06234,0.373000,14.680
HD 175607 b,0,2015,29.01000000,2.940,8.98000,1.940000,2.370
HD 17674 b,0,2017,623.80000000,13.900,276.51210,0.566000,21.100
HD 176986 b,0,2017,6.48980000,2.260,5.74000,2.730000,2.560
HD 176986 c,0,2017,16.81910000,2.980,9.18000,1.910000,2.630
HD 177565 b,0,2017,44.50500000,4.000,15.10000,1.300000,2.710
